"id","stage","class","class_simple","time_s"
"A056239_a3","S3","neither","other",600.042
"A056239_a4","S3","neither","other",600.047
"A056239_a5","S3","neither","other",600.059
"A056239_a7","S3","neither","other",600.05
"A070939_a2","S3","discovered","discovered",17.778
"A070939_a3","S3","discovered","discovered",17.29
"A070939_a4","S3","discovered","discovered",17.408
"A070939_a5","S3","discovered","discovered",17.645
"A070939_a7","S3","discovered","discovered",17.279
"A074206_a2","S3","neither","other",600.056
"A074206_a3","S3","neither","other",600.053
"A074206_a4","S3","neither","other",600.052
"A074206_a5","S3","neither","other",600.055
"A074206_a7","S3","neither","other",600.055
"A104725_a2","S3","neither","other",600.053
"A104725_a3","S3","neither","other",600.064
"A104725_a4","S3","neither","other",600.049
"A104725_a5","S3","neither","other",600.081
"A104725_a7","S3","neither","other",600.058
"A112798_a2","S3","neither","other",600.04
"A112798_a3","S3","neither","other",600.067
"A112798_a4","S3","neither","other",600.074
"A112798_a5","S3","neither","other",605
"A112798_a7","S3","neither","other",605
"A217831_a2","S3","neither","other",605
"A217831_a3","S3","neither","other",600.051
"A217831_a4","S3","neither","other",600.05
"A217831_a5","S3","neither","other",600.051
"A217831_a7","S3","neither","other",600.046
"A226898_a2","S3","neither","other",600.051
"A226898_a3","S3","neither","other",600.055
"A226898_a4","S3","neither","other",600.068
"A226898_a5","S3","neither","other",600.076
"A226898_a7","S3","neither","other",600.052
"A246655_a2","S3","neither","other",600.04
"A246655_a3","S3","neither","other",600.063
"A246655_a4","S3","neither","other",600.056
"A246655_a5","S3","neither","other",600.051
"A246655_a7","S3","neither","other",600.094
"tot3_0000","S4","discovered","discovered",10.09
"tot3_0001","S4","discovered","discovered",13.946
"tot3_0002","S4","discovered","discovered",13.227
"tot3_0003","S4","discovered","discovered",23.798
"tot3_0004","S4","discovered","discovered",18.986
"tot3_0005","S4","discovered","discovered",18.027
"tot3_0006","S4","discovered","discovered",12.416
"tot3_0007","S4","discovered","discovered",19.54
"tot3_0008","S4","discovered","discovered",15.188
"tot3_0009","S4","discovered","discovered",10.094
"tot3_0010","S4","discovered","discovered",14.205
"tot3_0011","S4","discovered","discovered",15.202
"tot3_0012","S4","discovered","discovered",13.144
"tot3_0013","S4","discovered","discovered",17.653
"tot3_0014","S4","discovered","discovered",18.466
"tot3_0015","S4","discovered","discovered",12.587
"tot3_0016","S4","discovered","discovered",16.621
"tot3_0017","S4","discovered","discovered",12.045
"tot3_0018","S4","discovered","discovered",10.216
"tot3_0019","S4","discovered","discovered",14.587
"tot3_0020","S4","discovered","discovered",13.17
"tot3_0021","S4","discovered","discovered",422.097
"tot3_0022","S4","discovered","discovered",17.788
"tot3_0023","S4","discovered","discovered",17.605
"tot3_0024","S4","discovered","discovered",12.551
"tot3_0025","S4","discovered","discovered",17.634
"tot3_0026","S4","discovered","discovered",12.397
"tot3_0027","S4","discovered","discovered",10.087
"tot3_0028","S4","discovered","discovered",214.118
"tot3_0029","S4","discovered","discovered",13.452
"tot3_0030","S4","discovered","discovered",10.222
"tot3_0031","S4","discovered","discovered",10.211
"tot3_0032","S4","discovered","discovered",10.209
"tot3_0033","S4","discovered","discovered",13.517
"tot3_0034","S4","neither","other",600.063
"tot3_0035","S4","discovered","discovered",17.096
"tot3_0036","S4","discovered","discovered",10.095
"tot3_0037","S4","discovered","discovered",42.474
"tot3_0038","S4","neither","other",600.061
"tot3_0039","S4","discovered","discovered",10.234
"tot3_0040","S4","discovered","discovered",10.209
"tot3_0041","S4","discovered","discovered",10.222
"tot3_0042","S4","discovered","discovered",14.804
"tot3_0043","S4","neither","other",600.462
"tot3_0044","S4","discovered","discovered",12.481
"tot3_0045","S4","discovered","discovered",10.116
"tot3_0046","S4","neither","other",600.047
"tot3_0047","S4","discovered","discovered",12.574
"tot3_0048","S4","neither","other",600.061
"tot3_0049","S4","discovered","discovered",10.249
"tot3_0050","S4","discovered","discovered",10.223
"tot3_0051","S4","discovered","discovered",13.456
"tot3_0052","S4","neither","other",600.085
"tot3_0053","S4","discovered","discovered",12.201
"tot3_0054","S4","discovered","discovered",10.089
"tot3_0055","S4","discovered","discovered",43.937
"tot3_0056","S4","discovered","discovered",13.291
"tot3_0057","S4","discovered","discovered",17.483
"tot3_0058","S4","discovered","discovered",16.68
"tot3_0059","S4","discovered","discovered",16.952
"tot3_0060","S4","discovered","discovered",13.035
"tot3_0061","S4","discovered","discovered",14.277
"tot3_0062","S4","discovered","discovered",12.533
"tot3_0063","S4","discovered","discovered",10.089
"tot3_0064","S4","discovered","discovered",43.056
"tot3_0065","S4","neither","other",600.061
"tot3_0066","S4","neither","other",600.047
"tot3_0067","S4","discovered","discovered",17.512
"tot3_0068","S4","discovered","discovered",22.142
"tot3_0069","S4","discovered","discovered",12.407
"tot3_0070","S4","discovered","discovered",13.615
"tot3_0071","S4","discovered","discovered",12.074
"tot3_0072","S4","discovered","discovered",10.084
"tot3_0073","S4","discovered","discovered",43.96
"tot3_0074","S4","discovered","discovered",12.06
"tot3_0075","S4","discovered","discovered",16.793
"tot3_0076","S4","discovered","discovered",16.608
"tot3_0077","S4","discovered","discovered",16.401
"tot3_0078","S4","discovered","discovered",11.899
"tot3_0079","S4","discovered","discovered",43.084
"tot3_0080","S4","discovered","discovered",11.823
"tot3_0081","S4","discovered","discovered",10.096
"tot3_0082","S4","discovered","discovered",12.324
"tot3_0083","S4","discovered","discovered",11.601
"tot3_0084","S4","discovered","discovered",21.388
"tot3_0085","S4","discovered","discovered",16.25
"tot3_0086","S4","neither","other",600.078
"tot3_0087","S4","discovered","discovered",57.168
"tot3_0088","S4","discovered","discovered",39.07
"tot3_0089","S4","discovered","discovered",26.712
"tot3_0090","S4","discovered","discovered",10.24
"tot3_0091","S4","discovered","discovered",22.584
"tot3_0092","S4","neither","other",605
"tot3_0093","S4","discovered","discovered",45.384
"tot3_0094","S4","discovered","discovered",70.828
"tot3_0095","S4","neither","other",605
"tot3_0096","S4","neither","other",605
"tot3_0097","S4","discovered","discovered",53.443
"tot3_0098","S4","discovered","discovered",44.141
"tot3_0099","S4","discovered","discovered",10.147
"tot3_0100","S4","neither","other",605
"tot3_0101","S4","discovered","discovered",68.19
"tot3_0102","S4","neither","other",605
"tot3_0103","S4","discovered","discovered",216.676
"tot3_0104","S4","neither","other",600.069
"tot3_0105","S4","neither","other",600.07
"tot3_0106","S4","discovered","discovered",27.174
"tot3_0107","S4","discovered","discovered",18.418
"tot3_0108","S4","discovered","discovered",10.147
"tot3_0109","S4","discovered","discovered",221.139
"tot3_0110","S4","discovered","discovered",48.943
"tot3_0111","S4","discovered","discovered",10.34
"tot3_0112","S4","discovered","discovered",10.341
"tot3_0113","S4","discovered","discovered",10.344
"tot3_0114","S4","neither","other",600.109
"tot3_0115","S4","neither","other",600.076
"tot3_0116","S4","discovered","discovered",19.55
"tot3_0117","S4","discovered","discovered",10.145
"tot3_0118","S4","discovered","discovered",54.572
"tot3_0119","S4","discovered","discovered",26.894
"tot3_0120","S4","discovered","discovered",10.359
"tot3_0121","S4","discovered","discovered",10.349
"tot3_0122","S4","discovered","discovered",10.351
"tot3_0123","S4","discovered","discovered",27.783
"tot3_0124","S4","discovered","discovered",48.591
"tot3_0125","S4","discovered","discovered",19.603
"tot3_0126","S4","discovered","discovered",10.148
"tot3_0127","S4","discovered","discovered",49.12
"tot3_0128","S4","neither","other",600.074
"tot3_0129","S4","neither","other",600.078
"tot3_0130","S4","discovered","discovered",10.345
"tot3_0131","S4","discovered","discovered",48.735
"tot3_0132","S4","discovered","discovered",27.116
"tot3_0133","S4","neither","other",600.065
"tot3_0134","S4","discovered","discovered",19.159
"tot3_0135","S4","discovered","discovered",10.157
"tot3_0136","S4","discovered","discovered",48.95
"tot3_0137","S4","discovered","discovered",224.036
"tot3_0138","S4","neither","other",600.222
"tot3_0139","S4","discovered","discovered",60.787
"tot3_0140","S4","neither","other",600.088
"tot3_0141","S4","discovered","discovered",48.692
"tot3_0142","S4","neither","other",600.074
"tot3_0143","S4","discovered","discovered",19.341
"tot3_0144","S4","discovered","discovered",10.188
"tot3_0145","S4","neither","other",600.094
"tot3_0146","S4","neither","other",600.215
"tot3_0147","S4","neither","other",600.086
"tot3_0148","S4","discovered","discovered",27.89
"tot3_0149","S4","neither","other",600.082
"tot3_0150","S4","neither","other",600.054
"tot3_0151","S4","neither","other",600.06
"tot3_0152","S4","discovered","discovered",11.96
"tot3_0153","S4","discovered","discovered",10.091
"tot3_0154","S4","neither","other",600.056
"tot3_0155","S4","discovered","discovered",11.535
"tot3_0156","S4","neither","other",600.055
"tot3_0157","S4","discovered","discovered",16.391
"tot3_0158","S4","discovered","discovered",43.403
"tot3_0159","S4","neither","other",600.066
"tot3_0160","S4","discovered","discovered",42.981
"tot3_0161","S4","discovered","discovered",11.509
"tot3_0162","S4","discovered","discovered",10.084
"tot3_0163","S4","discovered","discovered",11.895
"tot3_0164","S4","discovered","discovered",11.598
"tot3_0165","S4","discovered","discovered",20.991
"tot3_0166","S4","discovered","discovered",16.858
"tot3_0167","S4","discovered","discovered",15.99
"tot3_0168","S4","discovered","discovered",42.492
"tot3_0169","S4","neither","other",600.047
"tot3_0170","S4","discovered","discovered",11.579
"tot3_0171","S4","discovered","discovered",10.084
"tot3_0172","S4","discovered","discovered",11.689
"tot3_0173","S4","neither","other",600.06
"tot3_0174","S4","discovered","discovered",13.407
"tot3_0175","S4","discovered","discovered",16.58
"tot3_0176","S4","neither","other",600.056
"tot3_0177","S4","neither","other",600.058
"tot3_0178","S4","discovered","discovered",16.66
"tot3_0179","S4","discovered","discovered",11.843
"tot3_0180","S4","discovered","discovered",10.086
"tot3_0181","S4","discovered","discovered",12.053
"tot3_0182","S4","discovered","discovered",11.431
"tot3_0183","S4","neither","other",600.062
"tot3_0184","S4","discovered","discovered",16.893
"tot3_0185","S4","discovered","discovered",16.274
"tot3_0186","S4","discovered","discovered",211.894
"tot3_0187","S4","discovered","discovered",16.846
"tot3_0188","S4","discovered","discovered",11.559
"tot3_0189","S4","discovered","discovered",10.087
"tot3_0190","S4","discovered","discovered",207.268
"tot3_0191","S4","discovered","discovered",11.217
"tot3_0192","S4","discovered","discovered",10.206
"tot3_0193","S4","discovered","discovered",10.196
"tot3_0194","S4","neither","other",600.055
"tot3_0195","S4","discovered","discovered",42.957
"tot3_0196","S4","neither","other",600.055
"tot3_0197","S4","discovered","discovered",11.809
"tot3_0198","S4","discovered","discovered",10.092
"tot3_0199","S4","discovered","discovered",43.025
